USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root          35  0.0  0.0      0     0 ?        S    Oct18   0:11 [migration/4]
root          36  0.0  0.0      0     0 ?        S    Oct18   0:00 [ksoftirqd/4]
root          38  0.0  0.0      0     0 ?        I<   Oct18   0:00 [kworker/4:0H-events_highpri]
root          39  0.0  0.0      0     0 ?        S    Oct18   0:00 [cpuhp/5]
root          40  0.0  0.0      0     0 ?        S    Oct18   0:11 [migration/5]
root          41  0.0  0.0      0     0 ?        S    Oct18   0:00 [ksoftirqd/5]
root          43  0.0  0.0      0     0 ?        I<   Oct18   0:00 [kworker/5:0H-events_highpri]
root          44  0.0  0.0      0     0 ?        S    Oct18   0:00 [cpuhp/6]
root          45  0.0  0.0      0     0 ?        S    Oct18   0:11 [migration/6]
root          46  0.0  0.0      0     0 ?        S    Oct18   0:01 [ksoftirqd/6]
root          48  0.0  0.0      0     0 ?        I<   Oct18   0:00 [kworker/6:0H-events_highpri]
root          49  0.0  0.0      0     0 ?        S    Oct18   0:00 [cpuhp/7]
root          50  0.0  0.0      0     0 ?        S    Oct18   0:12 [migration/7]
root          51  0.0  0.0      0     0 ?        S    Oct18   0:00 [ksoftirqd/7]
root          53  0.0  0.0      0     0 ?        I<   Oct18   0:00 [kworker/7:0H-events_highpri]
root          54  0.0  0.0      0     0 ?        S    Oct18   0:00 [cpuhp/8]
root          55  0.0  0.0      0     0 ?        S    Oct18   0:12 [migration/8]
root          56  0.0  0.0      0     0 ?        S    Oct18   0:00 [ksoftirqd/8]
root          58  0.0  0.0      0     0 ?        I<   Oct18   0:00 [kworker/8:0H-events_highpri]
root          59  0.0  0.0      0     0 ?        S    Oct18   0:00 [cpuhp/9]
root          60  0.0  0.0      0     0 ?        S    Oct18   0:15 [migration/9]
root          61  0.0  0.0      0     0 ?        S    Oct18   0:00 [ksoftirqd/9]
root          63  0.0  0.0      0     0 ?        I<   Oct18   0:00 [kworker/9:0H-events_highpri]
root          64  0.0  0.0      0     0 ?        S    Oct18   0:00 [cpuhp/10]
root          65  0.0  0.0      0     0 ?        S    Oct18   0:25 [migration/10]
root          66  0.0  0.0      0     0 ?        S    Oct18   0:00 [ksoftirqd/10]
root          68  0.0  0.0      0     0 ?        I<   Oct18   0:00 [kworker/10:0H-events_highpri]
root          69  0.0  0.0      0     0 ?        S    Oct18   0:00 [cpuhp/11]
root          70  0.0  0.0      0     0 ?        S    Oct18   0:34 [migration/11]
root          71  0.0  0.0      0     0 ?        S    Oct18   0:00 [ksoftirqd/11]
root          73  0.0  0.0      0     0 ?        I<   Oct18   0:00 [kworker/11:0H-events_highpri]
root          86  0.0  0.0      0     0 ?        S    Oct18   0:00 [kdevtmpfs]
root          87  0.0  0.0      0     0 ?        I<   Oct18   0:00 [inet_frag_wq]
root          88  0.0  0.0      0     0 ?        S    Oct18   0:00 [kauditd]
root          89  0.0  0.0      0     0 ?        S    Oct18   0:00 [khungtaskd]
root          90  0.0  0.0      0     0 ?        S    Oct18   0:00 [oom_reaper]
root          91  0.0  0.0      0     0 ?        I<   Oct18   0:00 [writeback]
root          92  0.0  0.0      0     0 ?        S    Oct18   0:34 [kcompactd0]
root          93  0.0  0.0      0     0 ?        SN   Oct18   0:00 [ksmd]
root          94  0.0  0.0      0     0 ?        SN   Oct18   0:06 [khugepaged]
root          95  0.0  0.0      0     0 ?        I<   Oct18   0:00 [kintegrityd]
root          96  0.0  0.0      0     0 ?        I<   Oct18   0:00 [kblockd]
root          97  0.0  0.0      0     0 ?        I<   Oct18   0:00 [blkcg_punt_bio]
root          98  0.0  0.0      0     0 ?        I<   Oct18   0:00 [tpm_dev_wq]
root         100  0.0  0.0      0     0 ?        I<   Oct18   0:00 [edac-poller]
root         101  0.0  0.0      0     0 ?        I<   Oct18   0:00 [devfreq_wq]
root         113  0.0  0.0      0     0 ?        I<   Oct18   0:02 [kworker/0:1H-events_highpri]
root         114  0.0  0.0      0     0 ?        S    Oct18   0:35 [kswapd0]
root         120  0.0  0.0      0     0 ?        I<   Oct18   0:00 [kthrotld]
root         122  0.0  0.0      0     0 ?        S    Oct18   0:00 [irq/123-pciehp]
root         123  0.0  0.0      0     0 ?        S    Oct18   0:00 [irq/124-pciehp]
root         124  0.0  0.0      0     0 ?        I<   Oct18   0:00 [acpi_thermal_pm]
root         125  0.0  0.0      0     0 ?        S    Oct18   0:01 [hwrng]
root         126  0.0  0.0      0     0 ?        I<   Oct18   0:00 [hfi-updates]
root         128  0.0  0.0      0     0 ?        I<   Oct18   0:00 [mld]
root         129  0.0  0.0      0     0 ?        I<   Oct18   0:00 [kworker/1:1H-events_highpri]
root         130  0.0  0.0      0     0 ?        I<   Oct18   0:00 [ipv6_addrconf]
root         135  0.0  0.0      0     0 ?        I<   Oct18   0:00 [kstrp]
root         140  0.0  0.0      0     0 ?        I<   Oct18   0:00 [zswap-shrink]
root         200  0.0  0.0      0     0 ?        I<   Oct18   0:00 [kworker/3:1H-events_highpri]
root         201  0.0  0.0      0     0 ?        I<   Oct18   0:02 [kworker/8:1H-events_highpri]
root         202  0.0  0.0      0     0 ?        I<   Oct18   0:02 [kworker/7:1H-kblockd]
root         203  0.0  0.0      0     0 ?        I<   Oct18   0:03 [kworker/6:1H-kblockd]
root         204  0.0  0.0      0     0 ?        I<   Oct18   0:01 [kworker/9:1H-kblockd]
root         205  0.0  0.0      0     0 ?        I<   Oct18   0:05 [kworker/4:1H-events_highpri]
root         206  0.0  0.0      0     0 ?        I<   Oct18   0:04 [kworker/5:1H-kblockd]
root         207  0.0  0.0      0     0 ?        I<   Oct18   0:10 [kworker/10:1H-events_highpri]
root         208  0.0  0.0      0     0 ?        I<   Oct18   0:02 [kworker/2:1H-events_highpri]
root         209  0.0  0.0      0     0 ?        I<   Oct18   0:08 [kworker/11:1H-events_highpri]
root         245  0.0  0.0      0     0 ?        I<   Oct18   0:00 [sdhci]
root         247  0.0  0.0      0     0 ?        I<   Oct18   0:00 [nvme-wq]
root         248  0.0  0.0      0     0 ?        I<   Oct18   0:00 [nvme-reset-wq]
root         249  0.0  0.0      0     0 ?        I<   Oct18   0:00 [nvme-delete-wq]
root         250  0.2  0.0      0     0 ?        S    Oct18   4:39 [irq/146-VEN_0488:00]
root         253  0.0  0.0      0     0 ?        S    Oct18   0:00 [card0-crtc0]
root         254  0.0  0.0      0     0 ?        S    Oct18   0:00 [card0-crtc1]
root         255  0.0  0.0      0     0 ?        S    Oct18   0:00 [card0-crtc2]
root         256  0.0  0.0      0     0 ?        S    Oct18   0:00 [card0-crtc3]
root         297  0.0  0.0      0     0 ?        D    Oct18   0:11 [jbd2/nvme0n1p4-8]
root         298  0.0  0.0      0     0 ?        I<   Oct18   0:00 [ext4-rsv-conver]
root         357  0.0  0.0  50604 15156 ?        Ss   Oct18   0:03 /lib/systemd/systemd-journald
root         377  0.0  0.0  28844  4028 ?        Ss   Oct18   0:00 /lib/systemd/systemd-udevd
root         461  0.0  0.0      0     0 ?        S    Oct18   0:00 [watchdogd]
root         472  0.0  0.0      0     0 ?        I<   Oct18   0:00 [cfg80211]
root         504  0.0  0.0      0     0 ?        S    Oct18   1:17 [irq/163-iwlwifi:default_queue]
root         505  0.0  0.0      0     0 ?        S    Oct18   0:10 [irq/164-iwlwifi:queue_1]
root         506  0.0  0.0      0     0 ?        S    Oct18   0:07 [irq/165-iwlwifi:queue_2]
root         507  0.0  0.0      0     0 ?        S    Oct18   0:07 [irq/166-iwlwifi:queue_3]
root         509  0.0  0.0      0     0 ?        S    Oct18   0:06 [irq/167-iwlwifi:queue_4]
root         510  0.0  0.0      0     0 ?        S    Oct18   0:09 [irq/168-iwlwifi:queue_5]
root         511  0.0  0.0      0     0 ?        S    Oct18   0:08 [irq/169-iwlwifi:queue_6]
root         512  0.0  0.0      0     0 ?        S    Oct18   0:06 [irq/170-iwlwifi:queue_7]
root         513  0.0  0.0      0     0 ?        S    Oct18   0:09 [irq/171-iwlwifi:queue_8]
root         514  0.0  0.0      0     0 ?        S    Oct18   0:09 [irq/172-iwlwifi:queue_9]
root         515  0.0  0.0      0     0 ?        S    Oct18   0:06 [irq/173-iwlwifi:queue_10]
root         516  0.0  0.0      0     0 ?        S    Oct18   0:06 [irq/174-iwlwifi:queue_11]
root         517  0.0  0.0      0     0 ?        S    Oct18   0:06 [irq/175-iwlwifi:queue_12]
root         518  0.0  0.0      0     0 ?        S    Oct18   0:00 [irq/176-iwlwifi:exception]
root         538  0.0  0.0      0     0 ?        I<   Oct18   0:00 [cryptd]
root         676  0.0  0.0      0     0 ?        I<   Oct18   0:00 [USBC000:00-con1]
root         691  0.0  0.0      0     0 ?        S    Oct18   0:00 [jbd2/nvme0n1p5-8]
root         692  0.0  0.0      0     0 ?        I<   Oct18   0:00 [ext4-rsv-conver]
systemd+     721  0.0  0.0  24104  7408 ?        Ss   Oct18   0:39 /lib/systemd/systemd-resolved
systemd+     722  0.0  0.0  90408  3784 ?        Ssl  Oct18   0:00 /lib/systemd/systemd-timesyncd
root         769  0.0  0.0 237500  6876 ?        Ssl  Oct18   0:00 /usr/libexec/accounts-daemon
avahi        772  0.0  0.0   8456  3432 ?        Ss   Oct18   0:02 avahi-daemon: running [host-ilelo.local]
root         773  0.0  0.0  13088  4532 ?        Ss   Oct18   0:00 /usr/libexec/bluetooth/bluetoothd
root         774  0.0  0.0   6616  2608 ?        Ss   Oct18   0:00 /usr/sbin/cron -f
message+     775  0.0  0.0  11960  5560 ?        Ss   Oct18   0:10 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root         777  0.0  0.0 230032  4704 ?        SLsl Oct18   0:00 /usr/libexec/low-memory-monitor
polkitd      778  0.0  0.0 311344  9808 ?        Ssl  Oct18   0:04 /usr/lib/polkit-1/polkitd --no-debug
root         779  0.0  0.0 237116  6696 ?        Ssl  Oct18   0:00 /usr/libexec/power-profiles-daemon
root         780  0.0  0.0 233272  5628 ?        Ssl  Oct18   0:00 /usr/libexec/switcheroo-control
root         781  0.0  0.0  49964  5400 ?        Ss   Oct18   0:01 /lib/systemd/systemd-logind
root         782  0.0  0.0 394952  7856 ?        Ssl  Oct18   0:00 /usr/libexec/udisks2/udisksd
avahi        789  0.0  0.0   8112   272 ?        S    Oct18   0:00 avahi-daemon: chroot helper
root         801  0.0  0.0 259768 14776 ?        Ssl  Oct18   0:18 /usr/sbin/NetworkManager --no-daemon
root         804  0.0  0.0  17556  7664 ?        Ss   Oct18   0:02 /sbin/wpa_supplicant -u -s -O DIR=/run/wpa_supplicant GROUP=netdev
root         808  0.0  0.0      0     0 ?        S    Oct18   0:01 [psimon]
root         820  0.0  0.0 317412  7108 ?        Ssl  Oct18   0:00 /usr/sbin/ModemManager
root         822  0.0  0.0 237204  6152 ?        Ssl  Oct18   0:00 /usr/libexec/boltd
root         870  0.1  0.1 2543184 29476 ?       Ssl  Oct18   2:02 /usr/bin/containerd
root         904  0.0  0.0 240268  7016 ?        Ssl  Oct18   0:00 /usr/sbin/gdm3
mysql        948  0.0  0.0 1071104 6632 ?        Ssl  Oct18   0:11 /usr/sbin/mariadbd
postgres     957  0.0  0.0 221272 10712 ?        Ss   Oct18   0:04 /usr/lib/postgresql/17/bin/postgres -D /var/lib/postgresql/17/main -c config_file=/etc/postgresql/17/main/postgresql.conf
root         997  0.0  0.0      0     0 ?        I<   Oct18   0:00 [USBC000:00-con2]
rtkit       1003  0.0  0.0  22708  1080 ?        SNsl Oct18   0:00 /usr/libexec/rtkit-daemon
postgres    1024  0.0  0.0 221504 12864 ?        Ss   Oct18   0:00 postgres: 17/main: checkpointer 
postgres    1025  0.0  0.0 221428  4908 ?        Ss   Oct18   0:00 postgres: 17/main: background writer 
postgres    1030  0.0  0.0 221404  3532 ?        Ss   Oct18   0:00 postgres: 17/main: walwriter 
postgres    1031  0.0  0.0 222848  3796 ?        Ss   Oct18   0:01 postgres: 17/main: autovacuum launcher 
postgres    1032  0.0  0.0 222856  2420 ?        Ss   Oct18   0:00 postgres: 17/main: logical replication launcher 
root        1161  0.0  0.0      0     0 ?        S<   Oct18   0:00 [krfcommd]
root        1182  0.0  0.0 234488  6984 ?        Ssl  Oct18   0:14 /usr/libexec/upowerd
colord      1256  0.0  0.0 242472  7272 ?        Ssl  Oct18   0:00 /usr/libexec/colord
root        1721  0.0  0.3 3666004 57896 ?       Ssl  Oct18   1:43 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
ollama      1722  0.0  0.0 2076000 10504 ?       Ssl  Oct18   0:02 /usr/local/bin/ollama serve
root        2203  0.0  0.0 1238888 3996 ?        Sl   Oct18   0:09 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 3df8c24c235e0e79d4626a3b594e20aaafab99e4cf2fe7b1ce14aa2616077e24 -address /run/containerd/containerd.sock
nobody      2295  0.0  0.1 1669968 31724 ?       Ssl  Oct18   0:56 /bin/prometheus --config.file=/etc/prometheus/prometheus.yml --storage.tsdb.path=/prometheus
root        2462  0.0  0.0 1671496 1232 ?        Sl   Oct18   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 9090 -container-ip 172.19.0.2 -container-port 9090 -use-listen-fd
root        2468  0.0  0.0 1671496 1260 ?        Sl   Oct18   0:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 9090 -container-ip 172.19.0.2 -container-port 9090 -use-listen-fd
root        2790  0.0  0.0 312952  8132 ?        Sl   Oct18   0:00 gdm-session-worker [pam/gdm-password]
ilelo       2811  0.0  0.0  19896  7796 ?        Ss   Oct18   0:01 /lib/systemd/systemd --user
ilelo       2812  0.0  0.0 169500  1580 ?        S    Oct18   0:00 (sd-pam)
ilelo       2839  0.0  0.0  67260 13372 ?        S<sl Oct18   0:31 /usr/bin/pipewire
ilelo       2841  0.0  0.0 257168 12324 ?        S<sl Oct18   0:07 /usr/bin/wireplumber
ilelo       2842  0.0  0.1  60312 18940 ?        S<sl Oct18   0:35 /usr/bin/pipewire-pulse
ilelo       2846  0.0  0.0 387536  8336 ?        SLsl Oct18   0:02 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
ilelo       2848  0.0  0.0  10724  4980 ?        Ss   Oct18   0:17 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
ilelo       2853  0.0  0.0 237624  6468 ?        Ssl  Oct18   0:00 /usr/libexec/gvfsd
ilelo       2859  0.0  0.0 380384  5472 ?        Sl   Oct18   0:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
ilelo       2909  0.0  0.0 162792  5620 tty2     Ssl+ Oct18   0:00 /usr/libexec/gdm-x-session --run-script /usr/bin/gnome-session
ilelo       2912  6.5  0.6 2046808 96908 tty2    Rl+  Oct18 125:38 /usr/lib/xorg/Xorg vt2 -displayfd 3 -auth /run/user/1000/gdm/Xauthority -nolisten tcp -background none -noreset -keeptty -novtswitch -verbose 3
ilelo       2944  0.1  0.5 778628 91548 ?        DNsl Oct18   3:12 /usr/libexec/tracker-miner-fs-3
ilelo       2969  0.0  0.0 297972  7300 tty2     Sl+  Oct18   0:00 /usr/libexec/gnome-session-binary
ilelo       2985  0.0  0.0 236708  5904 ?        Ssl  Oct18   0:00 /usr/libexec/xdg-permission-store
ilelo       3029  0.0  0.0 351676  7960 ?        Ssl  Oct18   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
ilelo       3045  0.0  0.0 312564  5952 ?        Ssl  Oct18   0:03 /usr/libexec/gvfs-afc-volume-monitor
ilelo       3057  0.0  0.0 233664  5748 ?        Ssl  Oct18   0:00 /usr/libexec/gvfs-goa-volume-monitor
ilelo       3068  0.0  0.0 808452  8644 ?        Sl   Oct18   0:00 /usr/libexec/goa-daemon
ilelo       3071  0.0  0.0   7700    40 ?        Ss   Oct18   0:00 /usr/bin/ssh-agent /usr/bin/im-launch /usr/bin/gnome-session
ilelo       3101  0.0  0.0 312584  7564 ?        Sl   Oct18   0:02 /usr/libexec/goa-identity-service
ilelo       3109  0.0  0.0 234452  5972 ?        Ssl  Oct18   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
ilelo       3123  0.0  0.0 311352  6228 ?        Ssl  Oct18   0:00 /usr/libexec/at-spi-bus-launcher
ilelo       3133  0.0  0.0   9420  3592 ?        S    Oct18   0:05 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus_0
ilelo       3134  0.0  0.0 233492  6228 ?        Ssl  Oct18   0:00 /usr/libexec/gvfs-mtp-volume-monitor
ilelo       3160  0.0  0.0  88392  4232 ?        Ssl  Oct18   0:00 /usr/libexec/gcr-ssh-agent /run/user/1000/gcr
ilelo       3162  0.0  0.0  88840  4404 ?        Ssl  Oct18   0:00 /usr/libexec/gnome-session-ctl --monitor
ilelo       3172  0.0  0.0 593988  9228 ?        Ssl  Oct18   0:01 /usr/libexec/gnome-session-binary --systemd-service --session=gnome
ilelo       3205  5.1  1.0 6094736 169868 ?      Ssl  Oct18  98:46 /usr/bin/gnome-shell
ilelo       3347  0.0  0.0 581220  8184 ?        Sl   Oct18   0:00 /usr/libexec/gnome-shell-calendar-server
ilelo       3355  0.0  0.0 1414772 10868 ?       Ssl  Oct18   0:00 /usr/libexec/evolution-source-registry
ilelo       3380  0.0  0.0 156832  5804 ?        Ssl  Oct18   0:00 /usr/libexec/dconf-service
ilelo       3414  0.0  0.0 1289752 9628 ?        Ssl  Oct18   0:00 /usr/libexec/evolution-calendar-factory
ilelo       3417  0.0  0.0 312040  9012 ?        Sl   Oct18   0:00 /usr/libexec/gvfsd-trash --spawner :1.6 /org/gtk/gvfs/exec_spaw/0
ilelo       3434  0.0  0.0 694676  9840 ?        Ssl  Oct18   0:00 /usr/libexec/evolution-addressbook-factory
ilelo       3453  0.0  0.1 2850088 16104 ?       Sl   Oct18   0:00 /usr/bin/gjs /usr/share/gnome-shell/org.gnome.Shell.Notifications
ilelo       3455  0.0  0.0 164400  5672 ?        Sl   Oct18   0:19 /usr/libexec/at-spi2-registryd --use-gnome-session
ilelo       3501  0.0  0.0   2584   720 ?        Ss   Oct18   0:00 sh -c /usr/bin/ibus-daemon --panel disable $([ "$XDG_SESSION_TYPE" = "x11" ] && echo "--xim")
ilelo       3504  0.0  0.0 307348  5672 ?        Ssl  Oct18   0:00 /usr/libexec/gsd-a11y-settings
ilelo       3506  0.0  0.0 345236  8948 ?        Ssl  Oct18   0:02 /usr/libexec/gsd-color
ilelo       3507  0.2  0.0 312436 10120 ?        Sl   Oct18   4:34 /usr/bin/ibus-daemon --panel disable --xim
ilelo       3508  0.0  0.0 355244  6984 ?        Ssl  Oct18   0:00 /usr/libexec/gsd-datetime
ilelo       3510  0.0  0.0 383044  6012 ?        Ssl  Oct18   0:02 /usr/libexec/gsd-housekeeping
ilelo       3513  0.0  0.0 344544  9912 ?        Ssl  Oct18   0:02 /usr/libexec/gsd-keyboard
ilelo       3517  0.0  0.0 739668 12668 ?        Ssl  Oct18   0:03 /usr/libexec/gsd-media-keys
ilelo       3521  0.0  0.0 525352 11912 ?        Ssl  Oct18   0:03 /usr/libexec/gsd-power
ilelo       3524  0.0  0.0 247224  6924 ?        Ssl  Oct18   0:00 /usr/libexec/gsd-print-notifications
ilelo       3526  0.0  0.0 454772  6128 ?        Ssl  Oct18   0:00 /usr/libexec/gsd-rfkill
ilelo       3529  0.0  0.0 233188  5716 ?        Ssl  Oct18   0:00 /usr/libexec/gsd-screensaver-proxy
ilelo       3530  0.0  0.0 463396  8176 ?        Ssl  Oct18   0:04 /usr/libexec/gsd-sharing
ilelo       3531  0.0  0.1 2912536 31896 ?       Sl   Oct18   0:30 /usr/bin/gnome-software --gapplication-service
ilelo       3532  0.0  0.0 311844  6308 ?        Ssl  Oct18   0:00 /usr/libexec/gsd-smartcard
ilelo       3535  0.0  0.0 319368  6848 ?        Ssl  Oct18   0:00 /usr/libexec/gsd-sound
ilelo       3536  0.0  0.0 455896  6168 ?        Ssl  Oct18   0:00 /usr/libexec/gsd-usb-protection
ilelo       3540  0.0  0.0 344484  8528 ?        Ssl  Oct18   0:02 /usr/libexec/gsd-wacom
ilelo       3545  0.0  0.0 345452  8500 ?        Ssl  Oct18   0:02 /usr/libexec/gsd-xsettings
ilelo       3551  0.0  0.0 622240 13148 ?        Ssl  Oct18   0:05 /usr/libexec/xdg-desktop-portal
ilelo       3553  0.0  0.0 231796  4288 ?        Sl   Oct18   0:00 /usr/libexec/gsd-disk-utility-notify
ilelo       3557  0.0  0.0 181672  6712 ?        Sl   Oct18   0:00 python3 /usr/libexec/gnome-tweak-tool-lid-inhibitor
ilelo       3568  0.0  0.0 995532 14764 ?        Sl   Oct18   0:02 /usr/libexec/evolution-data-server/evolution-alarm-notify
ilelo       3592  0.0  0.0 234224  5548 ?        Sl   Oct18   0:00 /usr/libexec/ibus-dconf
ilelo       3595  0.0  0.1 275908 20892 ?        Sl   Oct18   1:09 /usr/libexec/ibus-extension-gtk3
ilelo       3602  0.0  0.0 197212  7780 ?        Sl   Oct18   0:02 /usr/libexec/ibus-x11 --kill-daemon
ilelo       3603  0.0  0.0 608852  6272 ?        Ssl  Oct18   0:02 /usr/libexec/xdg-document-portal
ilelo       3609  0.0  0.0 2850140 13552 ?       Sl   Oct18   0:00 /usr/bin/gjs /usr/share/gnome-shell/org.gnome.ScreenSaver
ilelo       3611  0.0  0.0 234832  6548 ?        Sl   Oct18   0:01 /usr/libexec/ibus-portal
ilelo       3647  0.0  0.0 341916  7088 ?        Sl   Oct18   0:00 /usr/libexec/gsd-printer
root        3657  0.0  0.0   2488   820 ?        Ss   Oct18   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
ilelo       3697  0.0  0.2 3023904 40764 ?       Ssl  Oct18   0:41 /usr/libexec/xdg-desktop-portal-gnome
ilelo       3758  0.0  0.0 160636  6708 ?        Sl   Oct18   1:13 /usr/libexec/ibus-engine-simple
ilelo       3860  0.0  0.0 344424 12600 ?        Ssl  Oct18   0:05 /usr/libexec/xdg-desktop-portal-gtk
root        3951  0.0  0.5 501944 90136 ?        Ssl  Oct18   0:07 /usr/libexec/fwupd/fwupd
ilelo       4459  0.0  0.4 1322844 74524 ?       Sl   Oct18   0:45 kitty
ilelo       4461  0.0  0.0  60108  9492 ?        Ss   Oct18   0:00 kitty
ilelo       4480  0.0  0.0  17484 10352 pts/0    Ss   Oct18   0:11 /usr/bin/zsh
ilelo       4994  0.0  0.0 160912  7320 ?        Ssl  Oct18   0:13 /usr/libexec/gvfsd-metadata
root        9426  0.0  0.0 178812  2644 ?        Ssl  Oct18   0:00 /usr/sbin/pcscd --foreground --auto-exit
ilelo       9493  2.6  2.6 34608160 430276 ?     SLl  Oct18  48:58 /opt/google/chrome/chrome
ilelo       9500  0.0  0.0   5612   756 ?        S    Oct18   0:00 cat
ilelo       9501  0.0  0.0   5612   724 ?        S    Oct18   0:00 cat
ilelo       9504  0.0  0.0 33603708 13652 ?      Sl   Oct18   0:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/ilelo/.config/google-chrome/Crash Reports --metrics-dir=/home/ilelo/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Debian GNU/Linux 12 (bookworm) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=141.0.7390.54 --initial-client-fd=5 --shared-client-connection
ilelo       9506  0.0  0.0 33568040 1644 ?       Sl   Oct18   0:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/ilelo/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Debian GNU/Linux 12 (bookworm) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=141.0.7390.54 --initial-client-fd=4 --shared-client-connection
ilelo       9512  0.0  0.0 34217564 10624 ?      S    Oct18   0:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=9504 --enable-crash-reporter=c5608409-966d-44dc-850e-d50b2079f81b, --change-stack-guard-on-fork=enable
ilelo       9513  0.0  0.0 34217556 13244 ?      S    Oct18   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=9504 --enable-crash-reporter=c5608409-966d-44dc-850e-d50b2079f81b, --change-stack-guard-on-fork=enable
ilelo       9515  0.0  0.0 34217576 7084 ?       S    Oct18   0:04 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=9504 --enable-crash-reporter=c5608409-966d-44dc-850e-d50b2079f81b, --change-stack-guard-on-fork=enable
